RT(milliseconds),RT(minutes) - NOT USED BY IMPORT,RI,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349
12,2.0E-4,0.0,4.4784546,4.5740604,4.6696663,4.77314,4.8766136,4.0388107,3.2010078,3.2615662,3.3221245,3.0503273,2.7785301,2.698183,2.617836,2.4366379,2.2554398,2.109766,1.9640923,1.7418861,1.51968,1.4240742,1.3284683,1.1675358,1.0066032,0.93889236,0.8711815,0.73838234,0.6055832,0.52785873,0.45013428,0.39601326,0.34189224,0.32663345,0.31137466,0.3015995,0.29182434,0.2682209,0.24461746,0.27179718,0.2989769,0.28777122,0.27656555,0.29206276,0.30755997,0.30636787,0.30517578,0.30708313,0.30899048,0.32019615,0.33140182,0.29826164,0.26512146,0.27489662,0.28467178,0.29802322,0.31137466,0.2937317,0.2760887,0.2629757,0.24986267,0.29158592,0.33330917,0.3015995,0.26988983,0.27942657,0.28896332,0.2670288,0.2450943,0.26631355,0.2875328,0.28920174,0.29087067,0.27227402,0.25367737,0.2682209,0.28276443,0.26774406,0.2527237,0.29468536,0.33664703,0.2808571,0.22506714,0.2515316,0.27799606,0.26583672,0.25367737,0.25844574,0.2632141,0.25343895,0.24366379,0.23770332,0.23174286,0.2670288,0.30231476,0.29110909,0.2799034,0.2770424,0.27418137,0.28657913,0.2989769,0.29444695,0.289917,0.30708313,0.32424927,0.2975464,0.2708435,0.26154518,0.25224686,0.27155876,0.29087067,0.2784729,0.26607513,0.29110909,0.31614304,0.30064583,0.28514862,0.30088425,0.31661987,0.34856796,0.38051605,0.34594536,0.31137466,0.3361702,0.36096573,0.33569336,0.310421,0.3502369,0.3900528,0.35452843,0.31900406,0.30326843,0.2875328,0.30565262,0.32377243,0.34165382,0.35953522,0.38409233,0.40864944,0.37121773,0.333786,0.32639503,0.31900406,0.33259392,0.34618378,0.36120415,0.37622452
212,0.003533333333333333,0.0,4.388809,4.5030117,4.617214,4.700899,4.784584,3.8928986,3.001213,3.1642914,3.3273697,3.0536652,2.7799606,2.6640892,2.5482178,2.3992062,2.2501945,2.0794868,1.9087791,1.7149448,1.5211105,1.424551,1.3279915,1.142025,0.9560585,0.8740425,0.7920265,0.67830086,0.5645752,0.49877167,0.43296814,0.3721714,0.31137466,0.3066063,0.30183792,0.289917,0.27799606,0.25081635,0.22363663,0.2541542,0.28467178,0.27489662,0.26512146,0.2758503,0.28657913,0.29730797,0.3080368,0.2937317,0.27942657,0.29540062,0.31137466,0.28657913,0.2617836,0.25081635,0.23984909,0.26249886,0.28514862,0.279665,0.27418137,0.2539158,0.23365021,0.2822876,0.330925,0.2925396,0.2541542,0.26655197,0.27894974,0.2515316,0.22411346,0.24986267,0.27561188,0.2760887,0.27656555,0.24485588,0.21314621,0.23508072,0.25701523,0.24819374,0.23937225,0.2632141,0.28705597,0.25367737,0.22029877,0.24342537,0.26655197,0.26726723,0.26798248,0.26106834,0.2541542,0.2477169,0.2412796,0.23317337,0.22506714,0.26273727,0.3004074,0.2834797,0.26655197,0.26845932,0.27036667,0.27918816,0.28800964,0.28920174,0.29039383,0.29730797,0.3042221,0.28324127,0.26226044,0.2553463,0.24843216,0.26226044,0.2760887,0.25987625,0.24366379,0.27680397,0.30994415,0.28419495,0.25844574,0.2861023,0.31375885,0.33688545,0.36001205,0.3311634,0.30231476,0.32019615,0.33807755,0.32687187,0.3156662,0.33593178,0.35619736,0.32162666,0.28705597,0.28324127,0.27942657,0.2937317,0.3080368,0.32305717,0.33807755,0.36668777,0.395298,0.36001205,0.3247261,0.3299713,0.33521652,0.3373623,0.33950806,0.34618378,0.3528595
412,0.006866666666666667,0.0,4.327297,4.4465065,4.565716,4.6141148,4.6625137,3.7653446,2.8681755,3.09968,3.3311844,3.042698,2.7542114,2.5980473,2.441883,2.3348331,2.2277832,2.0272732,1.8267632,1.6436577,1.4605522,1.4052391,1.349926,1.1205673,0.89120865,0.80037117,0.7095337,0.6172657,0.5249977,0.46682358,0.40864944,0.35524368,0.30183792,0.2965927,0.2913475,0.28181076,0.27227402,0.24604797,0.21982193,0.24461746,0.269413,0.2644062,0.2593994,0.269413,0.27942657,0.3004074,0.32138824,0.3004074,0.27942657,0.2937317,0.3080368,0.27751923,0.24700165,0.23579597,0.2245903,0.2503395,0.2760887,0.27871132,0.28133392,0.25463104,0.22792816,0.27179718,0.3156662,0.28443336,0.25320053,0.27251244,0.29182434,0.25510788,0.21839142,0.23770332,0.25701523,0.25749207,0.2579689,0.22697449,0.19598007,0.2117157,0.22745132,0.21839142,0.20933151,0.23984909,0.27036667,0.25367737,0.23698807,0.24819374,0.2593994,0.26607513,0.27275085,0.25725365,0.24175644,0.23269653,0.22363663,0.22435188,0.22506714,0.26631355,0.30755997,0.28181076,0.25606155,0.27108192,0.2861023,0.29182434,0.2975464,0.2937317,0.289917,0.28467178,0.27942657,0.2732277,0.2670288,0.26607513,0.26512146,0.2760887,0.28705597,0.26273727,0.23841858,0.2579689,0.27751923,0.2593994,0.2412796,0.2734661,0.30565262,0.3209114,0.3361702,0.32138824,0.3066063,0.3232956,0.3399849,0.33211708,0.32424927,0.3259182,0.32758713,0.31805038,0.30851364,0.28848648,0.26845932,0.28157234,0.29468536,0.30827522,0.32186508,0.35071373,0.37956238,0.36215782,0.34475327,0.33664703,0.3285408,0.3376007,0.3466606,0.33569336,0.3247261
612,0.0102,0.0,4.345894,4.351139,4.3563843,4.3759346,4.395485,3.6206245,2.8457642,3.083706,3.3216476,2.9740334,2.626419,2.4769306,2.3274422,2.2757053,2.2239685,1.9865036,1.7490387,1.5730858,1.3971329,1.3723373,1.3475418,1.101017,0.8544922,0.7786751,0.702858,0.6096363,0.51641464,0.4503727,0.38433075,0.3504753,0.31661987,0.30255318,0.28848648,0.28800964,0.2875328,0.25987625,0.2322197,0.24795532,0.26369095,0.26917458,0.2746582,0.28324127,0.29182434,0.3092289,0.32663345,0.3106594,0.29468536,0.30946732,0.32424927,0.28181076,0.23937225,0.24342537,0.24747849,0.2696514,0.29182434,0.2975464,0.30326843,0.27155876,0.23984909,0.2770424,0.3142357,0.29850006,0.28276443,0.2937317,0.30469894,0.26774406,0.23078918,0.24652481,0.26226044,0.25892258,0.25558472,0.22816658,0.20074844,0.21576881,0.23078918,0.21505356,0.19931793,0.24294853,0.28657913,0.26845932,0.2503395,0.25725365,0.2641678,0.26488304,0.2655983,0.24819374,0.23078918,0.22912025,0.22745132,0.21529198,0.20313263,0.25057793,0.29802322,0.28896332,0.2799034,0.28562546,0.2913475,0.30303,0.31471252,0.30350685,0.29230118,0.28252602,0.27275085,0.2720356,0.27132034,0.27871132,0.2861023,0.3015995,0.3170967,0.28467178,0.25224686,0.25177002,0.25129318,0.24986267,0.24843216,0.2746582,0.30088425,0.32234192,0.3437996,0.3335476,0.3232956,0.341177,0.35905838,0.3387928,0.31852722,0.323534,0.3285408,0.33831596,0.34809113,0.3015995,0.25510788,0.2822876,0.30946732,0.31614304,0.32281876,0.34594536,0.36907196,0.37145615,0.37384033,0.34999847,0.32615662,0.34546852,0.36478043,0.34284592,0.3209114
812,0.013533333333333333,0.0,4.342079,4.2409897,4.1399,4.065275,3.9906502,3.405571,2.8204918,3.0140877,3.2076836,2.8357506,2.4638176,2.33078,2.1977425,2.1939278,2.190113,1.9483566,1.7066002,1.5163422,1.3260841,1.3020039,1.2779236,1.0519028,0.82588196,0.77176094,0.7176399,0.6182194,0.5187988,0.44298172,0.3671646,0.34308434,0.31900406,0.2989769,0.27894974,0.29039383,0.30183792,0.27251244,0.24318695,0.25105476,0.25892258,0.27132034,0.2837181,0.29468536,0.30565262,0.31089783,0.31614304,0.3080368,0.29993057,0.32639503,0.3528595,0.29468536,0.23651123,0.2667904,0.29706955,0.30946732,0.32186508,0.31018257,0.29850006,0.27751923,0.2565384,0.29110909,0.32567978,0.310421,0.2951622,0.30255318,0.30994415,0.27918816,0.24843216,0.26583672,0.28324127,0.2696514,0.25606155,0.24485588,0.23365021,0.24175644,0.24986267,0.22435188,0.1988411,0.2567768,0.31471252,0.27632713,0.23794174,0.25320053,0.26845932,0.25844574,0.24843216,0.23722649,0.22602081,0.23818016,0.2503395,0.22244453,0.19454956,0.23055077,0.26655197,0.27823448,0.289917,0.29850006,0.30708313,0.31518936,0.3232956,0.30589104,0.28848648,0.2861023,0.2837181,0.2770424,0.27036667,0.279665,0.28896332,0.31280518,0.33664703,0.30303,0.269413,0.26202202,0.25463104,0.25963783,0.26464462,0.28920174,0.31375885,0.3244877,0.33521652,0.3335476,0.33187866,0.34713745,0.36239624,0.3323555,0.30231476,0.31518936,0.32806396,0.34952164,0.3709793,0.32186508,0.27275085,0.2937317,0.31471252,0.33259392,0.3504753,0.3619194,0.3733635,0.38075447,0.38814545,0.36525726,0.34236908,0.36644936,0.39052963,0.3657341,0.34093857
1012,0.016866666666666665,0.0,4.2614937,4.1673183,4.073143,3.948927,3.8247108,3.3798218,2.9349327,3.0601025,3.1852722,2.769947,2.354622,2.260685,2.166748,2.1746159,2.1824837,1.9543171,1.7261505,1.5001297,1.2741089,1.2383461,1.2025833,1.0106564,0.8187294,0.7760525,0.73337555,0.6210804,0.50878525,0.4439354,0.37908554,0.35738945,0.33569336,0.3077984,0.2799034,0.3015995,0.3232956,0.28824806,0.25320053,0.259161,0.26512146,0.27179718,0.2784729,0.29540062,0.31232834,0.313282,0.3142357,0.31137466,0.30851364,0.3437996,0.37908554,0.32806396,0.2770424,0.30469894,0.3323555,0.33974648,0.34713745,0.32496452,0.3027916,0.29301643,0.28324127,0.31471252,0.34618378,0.31876564,0.2913475,0.2975464,0.30374527,0.28204918,0.2603531,0.2808571,0.30136108,0.29540062,0.28944016,0.28538704,0.28133392,0.2784729,0.27561188,0.23794174,0.2002716,0.27132034,0.34236908,0.2913475,0.24032593,0.2617836,0.28324127,0.25701523,0.23078918,0.2322197,0.23365021,0.2553463,0.2770424,0.23841858,0.19979477,0.22149086,0.24318695,0.26607513,0.28896332,0.3054142,0.32186508,0.32687187,0.33187866,0.31280518,0.2937317,0.29993057,0.30612946,0.29611588,0.2861023,0.28133392,0.27656555,0.30708313,0.3376007,0.31590462,0.29420853,0.28514862,0.2760887,0.2772808,0.2784729,0.31113625,0.3437996,0.34093857,0.33807755,0.34189224,0.34570694,0.35834312,0.3709793,0.3349781,0.2989769,0.32687187,0.35476685,0.36215782,0.3695488,0.33688545,0.3042221,0.3077984,0.31137466,0.33783913,0.3643036,0.37884712,0.39339066,0.38671494,0.38003922,0.37240982,0.36478043,0.37670135,0.38862228,0.36978722,0.35095215
1212,0.0202,0.0,3.9730072,4.0926933,4.2123795,4.029274,3.8461685,3.5514832,3.2567978,3.3011436,3.3454895,2.8340816,2.3226738,2.2583008,2.1939278,2.1636486,2.1333694,1.9407272,1.748085,1.4967918,1.2454987,1.2011528,1.156807,0.97346306,0.7901192,0.76150894,0.7328987,0.61130524,0.48971176,0.43725967,0.3848076,0.37813187,0.37145615,0.3244877,0.27751923,0.30374527,0.3299713,0.29921532,0.26845932,0.26750565,0.26655197,0.26750565,0.26845932,0.2989769,0.32949448,0.3182888,0.30708313,0.32639503,0.34570694,0.36668777,0.3876686,0.34046173,0.29325485,0.33044815,0.36764145,0.36168098,0.35572052,0.33712387,0.31852722,0.31805038,0.31757355,0.3376007,0.35762787,0.310421,0.2632141,0.28395653,0.30469894,0.2925396,0.28038025,0.28944016,0.29850006,0.310421,0.32234192,0.31900406,0.3156662,0.31089783,0.30612946,0.2641678,0.22220612,0.29039383,0.35858154,0.30088425,0.24318695,0.2758503,0.30851364,0.27108192,0.23365021,0.2439022,0.2541542,0.2810955,0.3080368,0.27132034,0.23460388,0.24151802,0.24843216,0.26750565,0.28657913,0.31089783,0.33521652,0.34070015,0.34618378,0.32830238,0.310421,0.31661987,0.32281876,0.31471252,0.3066063,0.29277802,0.27894974,0.30183792,0.3247261,0.3182888,0.3118515,0.30064583,0.28944016,0.2863407,0.28324127,0.32520294,0.3671646,0.36621094,0.36525726,0.35524368,0.3452301,0.37121773,0.39720535,0.3540516,0.31089783,0.34356117,0.37622452,0.37884712,0.38146973,0.3607273,0.3399849,0.32544136,0.31089783,0.333786,0.3566742,0.39100647,0.42533875,0.40388107,0.3824234,0.38003922,0.37765503,0.37837029,0.37908554,0.3733635,0.36764145
1412,0.023533333333333333,0.0,3.6411285,3.9432049,4.245281,4.0724277,3.8995743,3.679514,3.4594536,3.3955574,3.3316612,2.8295517,2.3274422,2.2740364,2.2206306,2.1383762,2.0561218,1.8980503,1.7399788,1.4812946,1.2226105,1.1849403,1.1472702,0.95009804,0.7529259,0.74625015,0.73957443,0.62060356,0.5016327,0.44631958,0.39100647,0.40221214,0.41341782,0.34809113,0.28276443,0.3080368,0.33330917,0.30994415,0.28657913,0.28204918,0.27751923,0.2837181,0.289917,0.31876564,0.3476143,0.3361702,0.3247261,0.351429,0.37813187,0.38838387,0.39863586,0.351429,0.3042221,0.34546852,0.38671494,0.37574768,0.36478043,0.36025047,0.35572052,0.34856796,0.3414154,0.3619194,0.3824234,0.32544136,0.26845932,0.2977848,0.3271103,0.31399727,0.30088425,0.30493736,0.30899048,0.330925,0.3528595,0.34570694,0.33855438,0.3335476,0.3285408,0.2939701,0.2593994,0.3170967,0.374794,0.32281876,0.2708435,0.30183792,0.33283234,0.29325485,0.25367737,0.2667904,0.2799034,0.29540062,0.31089783,0.28777122,0.26464462,0.27036667,0.2760887,0.28705597,0.29802322,0.3197193,0.3414154,0.35977364,0.37813187,0.35500526,0.33187866,0.33783913,0.3437996,0.33068657,0.31757355,0.3182888,0.31900406,0.32234192,0.32567978,0.3323555,0.33903122,0.32401085,0.30899048,0.3027916,0.2965927,0.3323555,0.3681183,0.3926754,0.4172325,0.3838539,0.3504753,0.39315224,0.43582916,0.38337708,0.330925,0.37550926,0.42009354,0.41127205,0.40245056,0.38862228,0.374794,0.35858154,0.34236908,0.34356117,0.34475327,0.39863586,0.45251846,0.42939186,0.40626526,0.3976822,0.38909912,0.3900528,0.39100647,0.3824234,0.37384033
1612,0.026866666666666667,0.0,3.5271645,3.8750172,4.22287,4.026413,3.829956,3.648758,3.4675598,3.317833,3.168106,2.7461052,2.3241043,2.2690296,2.213955,2.090931,1.967907,1.8362999,1.7046928,1.4455318,1.1863708,1.1677742,1.1491776,0.9446144,0.74005127,0.72550774,0.7109642,0.62704086,0.5431175,0.47326088,0.40340424,0.4146099,0.42581558,0.3683567,0.31089783,0.32520294,0.33950806,0.31924248,0.2989769,0.29802322,0.29706955,0.31375885,0.33044815,0.3387928,0.34713745,0.34284592,0.33855438,0.37002563,0.4014969,0.4107952,0.42009354,0.364542,0.30899048,0.351429,0.3938675,0.38433075,0.374794,0.38051605,0.3862381,0.37193298,0.35762787,0.38933754,0.4210472,0.35834312,0.29563904,0.32830238,0.36096573,0.34427643,0.32758713,0.33521652,0.34284592,0.36168098,0.38051605,0.3592968,0.33807755,0.3426075,0.34713745,0.3197193,0.29230118,0.3387928,0.38528442,0.344038,0.3027916,0.323534,0.34427643,0.31518936,0.2861023,0.29444695,0.3027916,0.30565262,0.30851364,0.2977848,0.28705597,0.29921532,0.31137466,0.32043457,0.32949448,0.333786,0.33807755,0.36525726,0.39243698,0.3681183,0.3437996,0.34952164,0.35524368,0.33545494,0.3156662,0.33593178,0.35619736,0.34976006,0.34332275,0.3540516,0.36478043,0.35333633,0.34189224,0.3271103,0.31232834,0.34308434,0.37384033,0.41604042,0.4582405,0.40769577,0.35715103,0.4005432,0.4439354,0.40650368,0.36907196,0.40531158,0.4415512,0.42295456,0.4043579,0.40721893,0.41007996,0.3976822,0.38528442,0.374794,0.3643036,0.41508675,0.4658699,0.45204163,0.43821335,0.426054,0.41389465,0.4210472,0.42819977,0.40864944,0.38909912
